id,title,popularity,cast,crew,budget,genres,original_language,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,success_impact,count
15,Citizen Kane,10,"(uncredited), Adolf Hitler (uncredited), Bertha Anderson, Best Man at Wedding (uncredited), Big Governess (uncredited), Boss Printer (uncredited), Car-Driver (uncredited), Charles Foster Kane, Charles Foster Kane III, Chorus Master (uncredited), City Editor (uncredited), City Room Employee (uncredited), Civic Leader (uncredited), Civic Leader (uncredited), Copy Boy (uncredited), Copy Boy (uncredited), Copy Boy Delivering Message in Chicago Hotel Room (uncredited), Dancer (uncredited), Dancer (uncredited), Dancer (uncredited), Dancer (uncredited), Dancer (uncredited), Dr. Corey (uncredited), Emily Norton Kane, Entertainer	 (uncredited), Ethel (uncredited), Expressman (uncredited), Extra (uncredited), Fish Driver (uncredited), French Maid (uncredited), Georgia (uncredited), Gino (uncredited), Guest (uncredited), Herbert Carter, Hermann Goring (uncredited), Hireling (uncredited), Hireling (uncredited), House Maid (uncredited), Inquirer Reporter (uncredited), Interviewer, Jedediah Leland, Jerry Thompson/Narrator, Jim Kane, Jim W. Gettys, John, Joseph (uncredited), Leland's Nurse (uncredited), Maid in Xanadu Hall (uncredited), Man (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man Singing at Inquirer Party (uncredited), Man at Boat Dock (uncredited), Man at Boat Dock (uncredited), Man at Boat Dock (uncredited), Man at Madison Square Garden (uncredited), Man at Madison Square Garden (uncredited), Man at Madison Square Garden (uncredited), Man at Party in Everglades (uncredited), Man at Party in Everglades (uncredited), Man at Xanadu Great Hall (uncredited), Man at Xanadu Great Hall (uncredited), Man at Xanadu Great Hall (uncredited), Man in Inquirer City Room (uncredited), Man in Projection Room (uncredited), Man in Projection Room (uncredited), Man on Hospital Roof (uncredited), Man on Hospital Roof (uncredited), Man on Roof (uncredited), Mary Kane, Mr. Bernstein, Mr. Rawlston, Ms. Townsend (uncredited), Newsboy (uncredited), Newsman (uncredited), Newspaperman (uncredited), Newspaperman (uncredited), Newspaperman at Trenton Town Hall (uncredited), Newspaperman at Trenton Town Hall (uncredited), Newspaperman at Trenton Town Hall (uncredited), Newspaperman at Trenton Town Hall (uncredited), Newspaperman at Trenton Town Hall (uncredited), Newspaperman at Trenton Town Hall (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Newsreel Man (uncredited), Nurse (uncredited), Opera Spectator (uncredited), Opera Spectator (uncredited), Orchestra Leader (uncredited), Photographer (uncredited), Pianist in 'El Rancho' (uncredited), Politician (uncredited), Politician (uncredited), Politician (uncredited), Portuguese Laborer (uncredited), Prompter (uncredited), Raymond, Reporter (uncredited), Reporter (uncredited), Reporter (uncredited), Reporter (uncredited), Reporter (uncredited), Reporter (uncredited), Reporter Smoking Pipe at End (uncredited), Reporter at Boat Deck (uncredited), Reporter at Wedding (uncredited), Reporter at Xanadu (uncredited), Reporter at Xanadu (uncredited), Reporter at Xanadu (uncredited), Secretary (uncredited), Secretary (uncredited), Senate Investigator (uncredited), Servant (uncredited), Shadowgraph Man (uncredited), Signor Matiste, Smather (uncredited), Solly (uncredited), Speaker (uncredited), Stagehand (uncredited), Stagehand (uncredited), Susan Alexander Kane, Susan's Maid (uncredited), Teddy Roosevelt (uncredited), Waiter at Inquirer Party (uncredited), Walter Parks Thatcher, Ward Heeler (uncredited), Ward Heeler (uncredited), Wedding Guest (uncredited), Woman at Boat Dock (uncredited), Woman at Opera (uncredited), Woman in Front of Chronicle Building (uncredited), Young Charles Foster Kane","[{'credit_id': '52fe420ec3a36847f8000885', 'department': 'Directing', 'gender': 2, 'id': 40, 'job': 'Director', 'name': 'Orson Welles', 'profile_path': '/2DF3e98c7GGa1uJJvpgIiMPg0h2.jpg'}, {'credit_id': '52fe420ec3a36847f800088b', 'department': 'Production', 'gender': 2, 'id': 40, 'job': 'Producer', 'name': 'Orson Welles', 'profile_path': '/2DF3e98c7GGa1uJJvpgIiMPg0h2.jpg'}, {'credit_id': '52fe420ec3a36847f80008bd', 'department': 'Production', 'gender': 0, 'id': 11034, 'job': 'Producer', 'name': 'Richard Baer', 'profile_path': None}, {'credit_id': '52fe420ec3a36847f80008c3', 'department': 'Production', 'gender': 2, 'id': 11035, 'job': 'Executive Producer', 'name': 'George Schaefer', 'profile_path': None}, {'credit_id': '52fe420ec3a36847f80008c9', 'department': 'Sound', 'gender': 2, 'id': 1045, 'job': 'Original Music Composer', 'name': 'Bernard Herrmann', 'profile_path': '/nuGwEH9lJIBTEzsmB4bGDgJ9qgj.jpg'}, {'credit_id': '52fe420ec3a36847f80008cf', 'department': 'Camera', 'gender': 2, 'id': 8504, 'job': 'Director of Photography', 'name': 'Gregg Toland', 'profile_path': '/6DKcT5fCniS4gIEEEqsLkZC6QeK.jpg'}, {'credit_id': '52fe420ec3a36847f80008d5', 'department': 'Editing', 'gender': 2, 'id': 1744, 'job': 'Editor', 'name': 'Robert Wise', 'profile_path': '/6EPkRgYsDMQOYmE9s1vZt2O470R.jpg'}, {'credit_id': '52fe420ec3a36847f80008db', 'department': 'Art', 'gender': 2, 'id': 11036, 'job': 'Art Direction', 'name': 'Van Nest Polglase', 'profile_path': '/11wRR3ofmyXu33rjhlrwg74zpnJ.jpg'}, {'credit_id': '52fe420ec3a36847f80008e1', 'department': 'Costume & Make-Up', 'gender': 2, 'id': 10153, 'job': 'Costume Design', 'name': 'Edward Stevenson', 'profile_path': None}, {'credit_id': '52fe420ec3a36847f80008e7', 'department': 'Crew', 'gender': 2, 'id': 3252, 'job': 'Special Effects', 'name': 'Vernon L. Walker', 'profile_path': None}, {'credit_id': '52fe420ec3a36847f80008f1', 'department': 'Writing', 'gender': 2, 'id': 40, 'job': 'Screenplay', 'name': 'Orson Welles', 'profile_path': '/2DF3e98c7GGa1uJJvpgIiMPg0h2.jpg'}, {'credit_id': '52fe420ec3a36847f80008f7', 'department': 'Writing', 'gender': 2, 'id': 30012, 'job': 'Screenplay', 'name': 'Herman J. Mankiewicz', 'profile_path': None}, {'credit_id': '52fe420ec3a36847f80008fd', 'department': 'Writing', 'gender': 0, 'id': 1040011, 'job': 'Writer', 'name': 'Roger Q. Denny', 'profile_path': None}, {'credit_id': '52fe420ec3a36847f8000903', 'department': 'Writing', 'gender': 0, 'id': 11783, 'job': 'Writer', 'name': 'John Houseman', 'profile_path': '/yN0o6KfCD7Lbb50oYuYn1oxHONB.jpg'}, {'credit_id': '52fe420ec3a36847f8000909', 'department': 'Writing', 'gender': 0, 'id': 1117970, 'job': 'Writer', 'name': 'Mollie Kent', 'profile_path': None}, {'credit_id': '586b00099251415d310000a9', 'department': 'Crew', 'gender': 0, 'id': 34101, 'job': 'Stunts', 'name': 'Tom Steele', 'profile_path': '/zEnRhny8W7KyXEmVE629hbHgiAY.jpg'}, {'credit_id': '573e5c8fc3a3687add000961', 'department': 'Costume & Make-Up', 'gender': 2, 'id': 4352, 'job': 'Makeup Department Head', 'name': 'Mel Berns', 'profile_path': None}, {'credit_id': '586e8943c3a3683b7e00a0fc', 'department': 'Production', 'gender': 0, 'id': 1722105, 'job': 'Casting', 'name': 'Rufus Le Maire', 'profile_path': None}, {'credit_id': '586e8977c3a3683b6d009d87', 'department': 'Art', 'gender': 2, 'id': 7338, 'job': 'Set Decoration', 'name': 'Darrell Silvera', 'profile_path': None}, {'credit_id': '586e89a8c3a3683b78008908', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 122108, 'job': 'Makeup Artist', 'name': 'Layne Britton', 'profile_path': None}, {'credit_id': '586e89ccc3a3683b6d009dc5', 'department': 'Costume & Make-Up', 'gender': 2, 'id': 1000458, 'job': 'Makeup Artist', 'name': 'Maurice Seiderman', 'profile_path': None}, {'credit_id': '586e8e34925141294e00973f', 'department': 'Production', 'gender': 2, 'id': 30174, 'job': 'Executive In Charge Of Production', 'name': 'Pandro S. Berman', 'profile_path': '/pOB0fbkzzKPUs5w9wd7aeFjjpuI.jpg'}, {'credit_id': '586e8e6c925141295f009732', 'department': 'Production', 'gender': 0, 'id': 1530899, 'job': 'Production Manager', 'name': 'J.R. Crone', 'profile_path': None}, {'credit_id': '586e8e8fc3a3683b710099d7', 'department': 'Crew', 'gender': 0, 'id': 103945, 'job': 'Post Production Supervisor', 'name': 'Lee S. Marcus', 'profile_path': None}, {'credit_id': '586e8ee092514129590090a1', 'department': 'Directing', 'gender': 0, 'id': 1343610, 'job': 'Assistant Director', 'name': 'Edward Donahue', 'profile_path': None}, {'credit_id': '586e8f25c3a3683b71009a7e', 'department': 'Directing', 'gender': 2, 'id': 14511, 'job': 'Second Assistant Director', 'name': 'Fred Fleck', 'profile_path': None}, {'credit_id': '586e8f8e9251412951009b3c', 'department': 'Editing', 'gender': 0, 'id': 1435755, 'job': 'Color Timer', 'name': 'George Cave', 'profile_path': None}, {'credit_id': '586e8fd2c3a3683b6d00a1db', 'department': 'Editing', 'gender': 0, 'id': 11783, 'job': 'Editorial Manager', 'name': 'John Houseman', 'profile_path': '/yN0o6KfCD7Lbb50oYuYn1oxHONB.jpg'}, {'credit_id': '586e9005925141295c009ac9', 'department': 'Editing', 'gender': 2, 'id': 19457, 'job': 'Assistant Editor', 'name': 'Mark Robson', 'profile_path': '/RANZix3ESF39Ue38p7QhxgDWsf.jpg'}, {'credit_id': '586e907bc3a3683b6400aafb', 'department': 'Production', 'gender': 0, 'id': 1733276, 'job': 'Researcher', 'name': 'Elizabeth McGaffey', 'profile_path': None}, {'credit_id': '586e90fbc3a3683b69008d53', 'department': 'Camera', 'gender': 0, 'id': 1733277, 'job': 'Still Photographer', 'name': 'Alexander Kahle', 'profile_path': None}, {'credit_id': '586e91379251412959009269', 'department': 'Lighting', 'gender': 0, 'id': 1369442, 'job': 'Gaffer', 'name': 'Vic Jones', 'profile_path': None}, {'credit_id': '586e9175c3a3683b7e00a67d', 'department': 'Camera', 'gender': 0, 'id': 1547899, 'job': 'Still Photographer', 'name': 'Phil Stern', 'profile_path': None}, {'credit_id': '586e91e89251412963009e69', 'department': 'Sound', 'gender': 0, 'id': 1583007, 'job': 'Supervising Sound Editor', 'name': 'John Aalberg', 'profile_path': None}, {'credit_id': '586e922cc3a3683b71009ca7', 'department': 'Sound', 'gender': 0, 'id': 10155, 'job': 'Sound Re-Recording Mixer', 'name': 'Clem Portman', 'profile_path': None}]",839727,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",en,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Mercury Productions', 'id': 11447}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30/04/1941,23217674,119,"[{'iso_639_1': 'en', 'name': 'English'}]",8.0,1244,26.649074044302495,150
559,Spider-Man 3,19,"A Spidey Kid (uncredited), A Spidey Kid (uncredited), A Spidey Kid (uncredited), Anchorman, Armored Car Driver, Automobile Driver (uncredited), Bad Girl (uncredited), Bar Patron #5 (uncredited), Beautiful Girl (uncredited), Beautiful Woman (uncredited), Beautiful Woman (uncredited), Beautiful Woman (uncredited), Beautiful Woman (uncredited), Ben Parker, Boy at Key to the City Ceremony, British Publicist (uncredited), Broadway Audience Member (uncredited), Bucket Boy (uncredited), Businessman (uncredited), Businessman (uncredited), Businessman (uncredited), Businesswoman (uncredited), Businesswoman (uncredited), Café Girl (uncredited), Captain Stacey, City Hall Cheerer (uncredited), City Hall Cheerer (uncredited), Coffee Shop Waitress, Columbia Grad Student (uncredited), Congratulatory Woman at Daily Bugle, Cop (uncredited), Cop at Crane Disaster, Councilwoman, Crane Disaster Radio Policeman, Crane Operator, Dennis Carradine / Carjacker, Dog Walker (uncredited), Dr. Curt Connors, Driver, ER Nurse (uncredited), ER Nurse (uncredited), Eddie Brock / Venom, Emergency Room Doctor, Female New Yorker (uncredited), Firefighter (uncredited), Flash Thompson, Flint Marko / Sandman, Funeral Limo Driver (uncredited), Girl Screaming in Camaro (uncredited), Girl at Key Ceremony (uncredited), Girl at Key Ceremony (uncredited), Girl in Cab (uncredited), Girl in Times Square (uncredited), Guy with Ticket (uncredited), Gwen Stacey, Harry Osborn / New Goblin, Hoffman, Hot Girl (uncredited), Houseman, I.C.U Nurse (uncredited), ICU Nurse, J. Jonah Jameson, Jazz Club Beatnik (uncredited), Jazz Club Bouncer, Jazz Club Bouncer (uncredited), Jazz Club Girl (uncredited), Jazz Club Guest (uncredited), Jazz Club Manager, Jazz Club Musician (uncredited), Jazz Club Patron (uncredited), Jazz Club Waitress, Jazz Club Waitress (uncredited), Jazz Club Waitress (uncredited), Jennifer Dugan, John Jameson, Joseph Robertson, Journalist (uncredited), Kid in Times Square (uncredited), Man in Times Square, Mary Jane Watson, Mary Jane's Replacement, May Parker, Maître d, Miss Brant, Model (uncredited), Model (uncredited), Model (uncredited), Model (uncredited), Mr. Ditkovitch, Mrs. Marko, Mrs. Stacy, NYPD Officer (uncredited), New Jersey State Policeman, New Jersey State Policeman, New York City Commuter / Driver (uncredited), News Reporter (uncredited), News Reporter (uncredited), News Spectator (uncredited), Newstand Patron, Newstand Patron, Newstand Patron, Norman Osborn / Green Goblin, Observer (uncredited), Oscorp Receptionist (uncredited), Pedestrian (uncredited), Pedestrian (uncredited), Pedestrian (uncredited), Penny Marko, Peter Parker / Spider-Man, Photographer, Photographer (uncredited), Photographer (uncredited), Photoshoot Client, Pianist, Play Director, Play Producer, Police Detective, Police Officer (uncredited), Police Officer (uncredited), Policeman at Sand Truck, Policeman at Sand Truck, Precinct Detective, Rescued Girl (uncredited), Restaurant Patron (uncredited), Robbie's Assistant (uncredited), Sandman Victim (uncredited), Shocked Pedestrian (uncredited), Spectator (uncredited), Spectator (uncredited), Student (uncredited), Student (uncredited), Test Site Technician, Test Site Technician, Test Site Technician, Test Site Technician, Test Site Technician, Test Site Technician, Theater Attendee (uncredited), Theater Patron (uncredited), Theatergoer (uncredited), Ursula, Woman Outside Theater, Woman in Court (uncredited)","[{'credit_id': '52fe4252c3a36847f80151a5', 'department': 'Production', 'gender': 1, 'id': 6410, 'job': 'Casting', 'name': 'Francine Maisler', 'profile_path': '/7kOKhRSuwDXqyd2Dm2xdWdi18lQ.jpg'}, {'credit_id': '52fe4252c3a36847f801517b', 'department': 'Production', 'gender': 0, 'id': 10570, 'job': 'Executive Producer', 'name': 'Joseph M. Caracciolo Jr.', 'profile_path': None}, {'credit_id': '58d1820cc3a36838d500c706', 'department': 'Writing', 'gender': 2, 'id': 7623, 'job': 'Screenplay', 'name': 'Sam Raimi', 'profile_path': '/uEAaCUJzyMI8N5mOVyLtaOPKoEf.jpg'}, {'credit_id': '52fe4252c3a36847f801512d', 'department': 'Directing', 'gender': 2, 'id': 7623, 'job': 'Director', 'name': 'Sam Raimi', 'profile_path': '/uEAaCUJzyMI8N5mOVyLtaOPKoEf.jpg'}, {'credit_id': '52fe4252c3a36847f8015145', 'department': 'Writing', 'gender': 2, 'id': 7624, 'job': 'Author', 'name': 'Stan Lee', 'profile_path': '/dTr2gJPL7jELKVkcjtoNx80uVKR.jpg'}, {'credit_id': '52fe4252c3a36847f8015187', 'department': 'Production', 'gender': 2, 'id': 7624, 'job': 'Executive Producer', 'name': 'Stan Lee', 'profile_path': '/dTr2gJPL7jELKVkcjtoNx80uVKR.jpg'}, {'credit_id': '52fe4252c3a36847f8015161', 'department': 'Writing', 'gender': 2, 'id': 7625, 'job': 'Author', 'name': 'Steve Ditko', 'profile_path': '/pdKXvMPcHgSC2947apMa4gQwahT.jpg'}, {'credit_id': '52fe4252c3a36847f8015199', 'department': 'Editing', 'gender': 2, 'id': 7712, 'job': 'Editor', 'name': 'Bob Murawski', 'profile_path': '/fADtjxosjUDT8AyZxTlqFYXUKuY.jpg'}, {'credit_id': '52fe4252c3a36847f8015139', 'department': 'Production', 'gender': 1, 'id': 7627, 'job': 'Producer', 'name': 'Laura Ziskin', 'profile_path': None}, {'credit_id': '52fe4252c3a36847f8015133', 'department': 'Production', 'gender': 2, 'id': 7626, 'job': 'Producer', 'name': 'Avi Arad', 'profile_path': '/kIG4HF5LSywU0ZdDheDaEsxxohu.jpg'}, {'credit_id': '52fe4252c3a36847f80151b1', 'department': 'Art', 'gender': 2, 'id': 11411, 'job': 'Production Design', 'name': 'Neil Spisak', 'profile_path': None}, {'credit_id': '52fe4252c3a36847f80151bd', 'department': 'Costume & Make-Up', 'gender': 2, 'id': 11386, 'job': 'Costume Design', 'name': 'James Acheson', 'profile_path': None}, {'credit_id': '52fe4252c3a36847f801514b', 'department': 'Writing', 'gender': 2, 'id': 7630, 'job': 'Screenplay', 'name': 'Alvin Sargent', 'profile_path': '/oTZ7SFxTtnokAe5518kNb3aGczD.jpg'}, {'credit_id': '52fe4252c3a36847f8015181', 'department': 'Production', 'gender': 2, 'id': 10850, 'job': 'Executive Producer', 'name': 'Kevin Feige', 'profile_path': '/AewbqQQT0FbcE358rcbopZ3zgDV.jpg'}, {'credit_id': '52fe4252c3a36847f801518d', 'department': 'Camera', 'gender': 0, 'id': 9341, 'job': 'Director of Photography', 'name': 'Bill Pope', 'profile_path': None}, {'credit_id': '52fe4252c3a36847f801513f', 'department': 'Production', 'gender': 0, 'id': 7628, 'job': 'Producer', 'name': 'Grant Curtis', 'profile_path': '/4Tvr08aVoDdFkubjPZv3d5CYeMW.jpg'}, {'credit_id': '58d182179251411acb00e50d', 'department': 'Writing', 'gender': 2, 'id': 7629, 'job': 'Screenplay', 'name': 'Ivan Raimi', 'profile_path': '/lGLCZC2OJkspij5rZbH6xhUFXc0.jpg'}, {'credit_id': '52fe4252c3a36847f8015193', 'department': 'Sound', 'gender': 2, 'id': 19155, 'job': 'Original Music Composer', 'name': 'Christopher Young', 'profile_path': '/2laVovSXDVpHRS6HSpKyCspSmze.jpg'}, {'credit_id': '52fe4252c3a36847f801519f', 'department': 'Production', 'gender': 1, 'id': 19156, 'job': 'Casting', 'name': 'Kathy Driscoll', 'profile_path': None}, {'credit_id': '52fe4252c3a36847f80151ab', 'department': 'Art', 'gender': 2, 'id': 13304, 'job': 'Production Design', 'name': 'J. Michael Riva', 'profile_path': None}, {'credit_id': '52fe4252c3a36847f80151b7', 'department': 'Art', 'gender': 0, 'id': 19157, 'job': 'Set Decoration', 'name': 'Leslie A. Pope', 'profile_path': '/kQCmYkLcHHPPovZMviLAUJCeGTm.jpg'}, {'credit_id': '52fe4252c3a36847f80151c3', 'department': 'Costume & Make-Up', 'gender': 0, 'id': 19158, 'job': 'Costume Design', 'name': 'Katina Le Kerr', 'profile_path': None}, {'credit_id': '58d1832d9251411adc00f020', 'department': 'Production', 'gender': 2, 'id': 12770, 'job': 'Unit Production Manager', 'name': 'Denis L. Stewart', 'profile_path': None}, {'credit_id': '58d182659251411ae800eb94', 'department': 'Art', 'gender': 0, 'id': 13586, 'job': 'Art Direction', 'name': 'Christopher Burian-Mohr', 'profile_path': None}, {'credit_id': '58d18271c3a36838d500c740', 'department': 'Art', 'gender': 2, 'id': 14349, 'job': 'Art Direction', 'name': 'David F. Klassen', 'profile_path': None}, {'credit_id': '58d183029251411aef00e583', 'department': 'Production', 'gender': 0, 'id': 38939, 'job': 'Production Manager', 'name': 'Richard Baratta', 'profile_path': None}, {'credit_id': '58d1827f9251411aef00e525', 'department': 'Art', 'gender': 1, 'id': 66689, 'job': 'Art Direction', 'name': 'Dawn Swiderski', 'profile_path': None}, {'credit_id': '58d182abc3a36838e900d994', 'department': 'Art', 'gender': 1, 'id': 963355, 'job': 'Art Direction', 'name': 'Suzan Wexler', 'profile_path': None}, {'credit_id': '594783679251413ff403a30d', 'department': 'Camera', 'gender': 0, 'id': 1172443, 'job': 'Still Photographer', 'name': 'Merrick Morton', 'profile_path': None}, {'credit_id': '58d1857c9251411ae800edfb', 'department': 'Production', 'gender': 1, 'id': 1227450, 'job': 'Casting Assistant', 'name': 'Katie Taylor', 'profile_path': None}, {'credit_id': '58d18662c3a36838d500c9e7', 'department': 'Production', 'gender': 0, 'id': 1339433, 'job': 'Production Coordinator', 'name': 'Noelle Green', 'profile_path': None}, {'credit_id': '58d18364c3a36838d500c7db', 'department': 'Art', 'gender': 0, 'id': 1339436, 'job': 'Set Designer', 'name': 'Kevin Cross', 'profile_path': None}, {'credit_id': '58d186a89251411aef00e82b', 'department': 'Directing', 'gender': 1, 'id': 1339468, 'job': 'Script Supervisor', 'name': 'Trudy Ramirez', 'profile_path': None}, {'credit_id': '58d18345c3a36838af00e8ff', 'department': 'Art', 'gender': 0, 'id': 1357047, 'job': 'Set Designer', 'name': 'Aric Cheng', 'profile_path': None}, {'credit_id': '58d183c69251411a9f00ed18', 'department': 'Art', 'gender': 1, 'id': 1360094, 'job': 'Set Designer', 'name': 'Noelle King', 'profile_path': None}, {'credit_id': '594783599251413ff403a2f8', 'department': 'Camera', 'gender': 0, 'id': 1377133, 'job': 'Still Photographer', 'name': 'Merie Weismiller Wallace', 'profile_path': None}, {'credit_id': '58d18402c3a368390800d348', 'department': 'Art', 'gender': 1, 'id': 1378224, 'job': 'Set Designer', 'name': 'Barbara Mesney', 'profile_path': '/ymEEHKFnP32ZVVkO0wsfstCsGDx.jpg'}, {'credit_id': '58d183f59251411ab500ecf2', 'department': 'Art', 'gender': 0, 'id': 1386908, 'job': 'Set Designer', 'name': 'Jeff Markwith', 'profile_path': None}, {'credit_id': '58d18382c3a368390800d2eb', 'department': 'Art', 'gender': 1, 'id': 1392895, 'job': 'Set Designer', 'name': 'Andrea Dopaso', 'profile_path': None}, {'credit_id': '58d186d4c3a368390800d577', 'department': 'Production', 'gender': 0, 'id': 1393226, 'job': 'Production Coordinator', 'name': 'V.W. Scheich', 'profile_path': None}, {'credit_id': '58d1845e9251411a9f00ed9f', 'department': 'Art', 'gender': 0, 'id': 1395435, 'job': 'Set Designer', 'name': 'Theodore Sharps', 'profile_path': None}, {'credit_id': '58d1846e9251411adc00f136', 'department': 'Art', 'gender': 1, 'id': 1400065, 'job': 'Set Designer', 'name': 'Patte Strong-Lord', 'profile_path': None}, {'credit_id': '5542cdef925141586f000728', 'department': 'Crew', 'gender': 0, 'id': 1451676, 'job': 'Visual Effects Editor', 'name': 'Earl A. Hibbert', 'profile_path': None}, {'credit_id': '58d183139251411ad800e750', 'department': 'Production', 'gender': 0, 'id': 1533708, 'job': 'Production Supervisor', 'name': 'David J. Grant', 'profile_path': '/5JngWUEQfNkAURQgrWNiLyqNn8n.jpg'}, {'credit_id': '58d18649c3a36838c900ecbd', 'department': 'Production', 'gender': 0, 'id': 1553559, 'job': 'Production Coordinator', 'name': 'John DeSimone', 'profile_path': None}, {'credit_id': '58d1844c9251411acb00e6a8', 'department': 'Art', 'gender': 0, 'id': 1614178, 'job': 'Set Designer', 'name': 'Brett Phillips', 'profile_path': None}, {'credit_id': '58d1860f9251411acb00e7d3', 'department': 'Production', 'gender': 2, 'id': 1648111, 'job': 'Location Manager', 'name': 'Andrew Saxe', 'profile_path': None}, {'credit_id': '58d185ce9251411acb00e7a7', 'department': 'Production', 'gender': 0, 'id': 1684384, 'job': 'Location Manager', 'name': 'John Fedynich', 'profile_path': None}, {'credit_id': '58d1854ac3a36838f900e6a6', 'department': 'Production', 'gender': 0, 'id': 1735078, 'job': 'Casting Assistant', 'name': 'Will F. Moore', 'profile_path': None}, {'credit_id': '58d185209251411ab500edda', 'department': 'Production', 'gender': 0, 'id': 1735079, 'job': 'Casting Assistant', 'name': 'Lavelle Brown', 'profile_path': None}, {'credit_id': '58d184e1c3a36838f100d775', 'department': 'Production', 'gender': 1, 'id': 1781374, 'job': 'Casting Assistant', 'name': 'Merry Alderman', 'profile_path': None}, {'credit_id': '58d185589251411a9f00ee58', 'department': 'Production', 'gender': 0, 'id': 1781376, 'job': 'Casting Assistant', 'name': 'Neal Naito', 'profile_path': None}, {'credit_id': '58d185bac3a36838f100d820', 'department': 'Production', 'gender': 0, 'id': 1781378, 'job': 'Casting Associate', 'name': 'Jeffrey Gafner', 'profile_path': None}, {'credit_id': '58d185eac3a36838f900e71e', 'department': 'Art', 'gender': 1, 'id': 1781379, 'job': 'Location Scout', 'name': 'Ellen Gessert', 'profile_path': None}, {'credit_id': '58d1867c9251411ae800eeb6', 'department': 'Art', 'gender': 0, 'id': 1781381, 'job': 'Title Designer', 'name': 'Heebok Lee', 'profile_path': None}, {'credit_id': '58d18697c3a36838d500ca0b', 'department': 'Production', 'gender': 0, 'id': 1781382, 'job': 'Production Coordinator', 'name': 'Greg Outcalt', 'profile_path': None}]",258000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/05/2007,890871626,139,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",5.9,3687,2.4529907984496124,142
